['STAR Program Community Forum'],['OSU Behavioral Health\xd5s STAR Program will host Harvey Fineberg MD PhD president of the Institute of Medicine for a community forum titled \xd2Beyond Affordable Care: Building a Culture of Health\xd3 on Thursday October 31 from 3 \xd0 4:30 p.m. at the Fawcett Center Ballroom.Dr. Fineberg earned both his bachelors and doctoral degrees from Harvard University. He is currently president of the Institute of Medicine and previously served as Provost of Harvard University from 1997 to 2001 following thirteen years as Dean of the Harvard School of Public Health.  In addition he co-founded and served as president of the Society for Medical Decision Making and has been a consultant to the World Health Organization. He serves on the boards of the William and Flora Hewlett Foundation the Carnegie Endowment for International Peace the Josiah Macy Jr. Foundation The China Medical Board and the Association Fran\x8dois-Xavier Bagnoud (USA).Dr. Fineberg is co-author of the books Clinical Decision Analysis Innovators in Physician Education and The Epidemic that Never Was an analysis of the controversial federal immunization program against swine flu in 1976. He has co-edited books on such diverse topics as AIDS prevention vaccine safety and understanding risk in society.Please RSVP to Caitlin Willet program assistant at Caitlin.Willet@osumc.edu or 614.688.7976'],"['October 31, 20133:00 PM - 4:30 PM']",['Area on Campus: Fawcett Center Ballroom'],['Caitlin Willet'],['614-688-7976'],['Medicine'],['Forum']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 1, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 1, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['2013 OSU Law School Fair'],['Interested in going to law school? Come and meet over 80 law school representatives from around the nation who will share information with you about their respective university and the law school admissions process. This program is free and open to the public. No registration required. For questions regarding the Law Fair contact: Ryan Heitkamp Pre Law Advising at heitkamp.12@osu.edu'],"['November 1, 201311:00 AM - 2:00 PM']",['Ohio Union  Ohio Union Ballroom'],['Ryan Heitkamp'],['614.292.6961'],['Arts and Sciences'],['Forum']
['Kaffeestunde - Conversation in German'],"['Got Coffee? All speakers of German are welcome to come enjoy coffee, snacks, German conversation and games at the Kaffeestunde! Held most Fridays autumn semester at the Max Kade German House at 141 West 11th.Willkommen!']","['November 1, 20134:30 PM - 5:30 PM']",['Area on Campus: Max Kade German House'],['Not given'],['292-6985'],['Arts and Sciences  Germanic Languages And Literatures'],['']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 2, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 2, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 3, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 3, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Clarinet Spectacular'],"['Celebrate the clarinet and its repertoire with Associate Professor Caroline Hartig, Eddie Daniels, the Anderson Twins and Sarah Eibaz, as well as Ohio State students and alumni. The festival will feature performances, master classes and vendors and is open to clarinetists of all ages and abilities. Online Registration must be completed and $40 fee must be sent via US Mail, postmarked by Friday, October 25.  Payments made after the deadline or at the door- $50.Visit music.osu.edu for all details.']","['November 10, 2013']",['Weigel Auditorium'],['Tami Morris'],['614-247-7036'],"['Arts and Sciences  Music, School Of']",['Concert']
['Zombie Prom'],['Zombie PromBook and Lyrics by John Dempsey Music by Dana P. RoweDirected by Mandy FoxThursday November 7 - Saturday November 9 at 7:30 pmSunday November 10 at 3 pmThursday November 14 - Saturday November 16 at 7:30 pmSunday November 17 at 3 pmThurber TheatreThis \xd2girl loves ghoul\xd3 rock-n-roll Off-Broadway musical is set in the atomic 1950s at Enrico Fermi High where the law is laid down by a zany tyrannical principal. Pretty senior Toffee has fallen for the class bad boy. Family pressure forces her to end the romance and Johnny charges off on his motorcycle to the nuclear waste dump. Johnny returns glowing and determined to reclaim Toffees heart and take her to the prom. The principal orders him to drop dead while a scandal reporter seizes on him as the freak du jour. History comes to his rescue while a tuneful selection of original songs in the style of \xd450s hits keeps the action rocking across the stage.For information on tickets visit theatre.osu.edu.'],"['November 10, 2013']","['Drake Performance & Event Center  Thurber Theatre, Drake Performance and Event Center, 1849 Cannon Dr.']",['Not given'],[''],['Arts and Sciences  Theatre'],['Theatre']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 10, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 10, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['The Ohio State University Department of African American and African Studies Community Extension Center in partnership with the Kelton House Museum and Garden  presents its EIGHTH ANNUAL BLACK VETERANS DAY SALUTE'],['On Sunday November 10 A Civil War Sesquicentennial Program will be held at the Kelton House Museum & Garden 586 East Town Street Columbus from 2 \xd0 4 pm.   Mr. Anthony Gibbs storyteller and educator brings his spellbinding performance Fighting for Freedom: The Story of the United States Colored Troops to life.  Almost 200000 Black soldiers fought for the Union during the Civil War.  Their story is a unique chapter in American conflict.  These men were freedom fighters who fought for emancipation and for full citizenship rights.The cost is $5 per person and reservations are recommended.  For more information call 614.464.2022 or send an email to keltonhouse@cs.com.Visit http://aaascec.osu.edu or call 614-292-3922 for more information'],"['November 10, 20132:00 PM - 4:00 PM']","['Area on Campus: Kelton House Museum & Garden, 586 East Town Street, Columbus , OH']",['Not given'],['614.464.2022'],['Arts and Sciences  African-american And African Studies'],['Performance']
['The Ohio State Marching Band Concert'],['See the Best Damn Band in the Land in its traditional hometown performance. $20 general public $10 ConcertCard holders senior citizens Alumni Association members Ohio State faculty and staff students and children THIS CONCERT IS NOT INCLUDED IN THE FREE WITH BUCKID PROGRAM'],"['November 10, 20133:00 PM']","['Area on Campus: Veterans Memorial, 300 West Broad']",['Tami Morris'],['614-247-7036'],"['Arts and Sciences  Music, School Of']",['Concert']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 11, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 11, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 12, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 12, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
"['China Food Safety, Security and Production Info Session']",['Attend this study abroad information session to learn about the China Food Safety Security and Production study abroad program which are open to all majors.  This four week May Session study abroad program will explore the complexity of feeding 1.3 billion people in a growing economy with increasing demands for food quantity quality and safety. For more information please contact Tim Hornsby.'],"['November 12, 201312:00 PM - 1:00 PM']",['Area on Campus: 118 Parker Food Science and Technology'],['Tim Hornsby'],['6142926101'],['International Affairs'],['Workshop']
['Summer French at Laval Study Abroad Session'],['Looking for a semester or summer length stay in a French speaking country? Minors majors and language requirement students are invited to learn more about opportunities in Paris Dijon Nantes and Montpelier in France. Information will also be provided regarding the new Ohio State sponsored program in Quebec Canada and Dakar Senegal. This hour long session will look at each program\xd5s location and structure as well as the application process.'],"['November 12, 20131:00 PM - 2:00 PM']",['Oxley Hall  122'],['Louise Yahiaoui'],['6142926101'],['International Affairs'],['Workshop']
"[""Beyond 'The Lottery': Writing the Life of Shirley Jackson""]","['Ruth Franklin is a literary critic and senior editor at The New Republic. She is author of A Thousand Darknesses: Lies and Truth i Holocaust Fiction, a provocative study of significant works of Holocaust fiction.']","['November 12, 20136:00 PM - 7:30 PM']",['Main Library  165 Thompson Library'],['Elizabeth Lantz'],['6146880265'],['Arts and Sciences'],['Lecture']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 13, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 13, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Nature and Nurture'],['Part of: CHILDREN OF ABRAHAM AND SARAH: A SERIES ON CONVERSION AND JUDAISMDouble header program featuring top scholars:  Three Models Of Jews By Choice: Activist Accommodating and Ambivalent Converts Professor Sylvia Barack Fishman Esther Foster Professor of Contemporary Jewish Life Brandeis University Is Jewishness In Our Genes? Professor Shaye Cohen Littauer Professor of Hebrew Literature and Philosophy Harvard University What makes a Jew a Jew -- descent? physiology? practice? beliefs? culture?  politics? social networking? self-identification? identification by others? In this talk Shaye Cohen will explore some aspects of this much-discussed question focusing on the tension between Jewishness as something that people do (something active) and Jewishness as something that happens to people (something passive).  The tension is most evident in discussions about the status of converts gentiles who want in and Jews who want out.'],"['November 13, 20137:00 PM']","['Area on Campus: Columbus JCC, 1125 College Avenue']",['Paige Bailey Goslin'],['614-247-7882'],['Melton Center for Jewish Studies  East Asian Languages And Literatures'],['Lecture']
['The Ohio State Contemporary Music Festival: Guest Composer Stephen Montague'],['One of two separate concerts featuring performances by School of Music faculty artists and student ensembles highlighting the music of internationally recognized composer and Ohio State alumnus Stephen Montague. $20 general admission $10 senior citizens Alumni Association members non-OSU students and children FREE to all ConcertCard holders and to all Ohio State students faculty and staff (1 ticket per BuckID presented in person. Subject to availability)'],"['November 13, 20138:00 PM']",['Weigel Auditorium'],['Tami Morris'],['614-247-7036'],"['Arts and Sciences  Music, School Of']",['Concert']
['Painting/Tableau/Stage'],['Department of Art Professor Laura Lisbon brings three international contemporary painters--Moyra Derby Mick Finch and Beth Harland--to host a vibrant exhibition discussing the tableau a concept currently receiving much critical attention in England.Reception: Saturday September 28 6-8 pm.'],"['November 14, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Department of Art Faculty Exhibition'],['Presenting eight new faculty and associate professors in the Department of Art including Jessica Mallios (art & technology); Aspen Mays (photography); Shane Mecklenburger (art & technology); George Rush (painting/drawing); Kate Shannon (photography) and three others to be determined in the areas of social practice art & technology and painting/drawing.Reception: Saturday September 28 6-8 pm.'],"['November 14, 2013']","['Area on Campus: Urban Arts Space, 50 W. Town St.']",['Not given'],[''],['Arts and Sciences'],['Exhibit']
['Zombie Prom'],['Zombie PromBook and Lyrics by John Dempsey Music by Dana P. RoweDirected by Mandy FoxThursday November 7 - Saturday November 9 at 7:30 pmSunday November 10 at 3 pmThursday November 14 - Saturday November 16 at 7:30 pmSunday November 17 at 3 pmThurber TheatreThis \xd2girl loves ghoul\xd3 rock-n-roll Off-Broadway musical is set in the atomic 1950s at Enrico Fermi High where the law is laid down by a zany tyrannical principal. Pretty senior Toffee has fallen for the class bad boy. Family pressure forces her to end the romance and Johnny charges off on his motorcycle to the nuclear waste dump. Johnny returns glowing and determined to reclaim Toffees heart and take her to the prom. The principal orders him to drop dead while a scandal reporter seizes on him as the freak du jour. History comes to his rescue while a tuneful selection of original songs in the style of \xd450s hits keeps the action rocking across the stage.For information on tickets visit theatre.osu.edu.'],"['November 14, 2013']","['Drake Performance & Event Center  Thurber Theatre, Drake Performance and Event Center, 1849 Cannon Dr.']",['Not given'],[''],['Arts and Sciences  Theatre'],['Theatre']
['Social Work in India Info Session'],['Learn more about this summer term program that will expose students to social health and economic practices in the context of a developing country.  Through field trips and lectures you will be exposed to social health and mental health agencies within India as well as to sites of historical and cultural importance.'],"['November 14, 20132:00 PM - 3:00 PM']",['Area on Campus: 115 Stillman Hall'],['Jenny Bickley'],['6142926101'],['International Affairs'],['Workshop']
['Social Work in India Info Session'],['Learn more about this summer term program that will expose students to social health and economic practices in the context of a developing country.  Through field trips and lectures you will be exposed to social health and mental health agencies within India as well as to sites of historical and cultural importance.'],"['November 14, 20132:00 PM - 3:00 PM']",['Area on Campus: 115 Stillman Hall'],['Jenny Bickley'],['6142926101'],['International Affairs'],['Workshop']
"['Three Models of Jews by Choice: Activist, Accommodating, and Ambivalent Converts']",['Sylvia FishmanEsther Foster Professor of Contemporary Jewish Life Brandeis University'],"['November 14, 20132:00 PM']",['Area on Campus: University Hall 347'],['Paige Bailey Goslin'],['614-247-7882'],['Melton Center for Jewish Studies  Near Eastern Languages And Cultures'],['Lecture']
['Can Women Become Jews?'],['Shaye CohenLittauer Professor of Hebrew Literature and Philosophy Harvard University Classical Jewish texts are famously androcentric: the male is the norm.  When these texts talk about Jews they are talking about men.  Women are Jews relationally; women are the mothers sisters daughters and wives of Jews. And so the question: in terms of classical Jewish culture can women be or become Jews in their own right?  This talk is based on Shaye Cohens book \xd2Why arent Jewish Women Circumcised?  Gender and Covenant in Judaism.\xd3'],"['November 14, 20133:15 PM']",['Area on Campus: University Hall 347'],['Paige Bailey Goslin'],['614-247-7882'],['Melton Center for Jewish Studies  Near Eastern Languages And Cultures'],['Lecture']
['China Global May Info Session'],['his Global May program will introduce you to the laid-back city of Chengdu capital city of Sichuan province.  Group projects and independent study will enable you to immerse yourself in the strong traditions culture historical significance and culinary delights of this region.This four-week program is open to all majors is taught in English and the three hours of credit earned on this program can be used to satisfy the Education Abroad open option GE. Come to an information session to learn more about China Global May    and think about where next May will take you. For more information please contact Jeannie Simmons (.272).'],"['November 14, 20134:00 PM - 5:00 PM']",['Area on Campus: 0050 Hagerty Hall'],['Jeannie Simmons'],['6142926101'],['International Affairs'],['Workshop']
"['""The Dialogue"" Movie Screening and Discussion']","['Celebrate this years International Education Week with a facilitated screening of ""The Dialogue"" a documentary following four American and four Chinese university students as they travel through Hong Kong and Southwest China.Professor Mark Bender from the Department of East Asian Languages and Literatures will facilitate the discussion following the film.Visit the website for more information about the film or to watch a short trailer']","['November 14, 20137:30 PM - 11:00 PM']",['Area on Campus: 180 Hagerty Hall'],['Mark Bender'],['6142926101'],['International Affairs'],['Film']
